,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Subflow Fwd Packets,-0.002395949777529658,0.01005430320864566,1.0,0.17336120494412396,0.07643628412214984,0.1677303257807895,0.021401618148143967,-0.002492874678209658,0.0016183701063362992,0.012685092345130006,0.020996224732172362,-0.010616270367238419,0.02325082055443589,0.01749054053194784,-0.011260440089429474,-0.013265468274542344,-0.0075250358280443954,-0.004643157526086865,0.005128210099053295,-0.0007299788926049289,0.010110025752977411,-0.006250198968827659,-0.003008704622848584,0.005265721113681917,-0.0006823464439214405,0.014169800669609238,8.395669422892357e-05,0.0025284657394803894,0.010095576504608484,-0.006457962151586364,-0.005020313143687438,,,,-0.007363774524848336,-0.000630516374771381,-0.013148946661691042,-0.002440783691531484,-0.002421509111067094,0.02675608005814493,0.0068473288273755255,0.02260749550407543,0.01978789473868185,,-0.0010720448087155928,-0.005020313143687438,,-0.001340505826161133,-0.012756615590626161,-0.010491443786408884,,-0.011855044341464699,-0.00214986193809254,0.0016183701063362992,0.02325082055443589,,,,,,,1.0,0.07643628412214984,0.17336120494412396,0.16773032578078953,0.0016442629226067775,-0.004040764693443626,0.19935490936185965,0.003793104383897457,0.006606049736537105,0.008081566305872555,0.009031893732322847,0.003650297355732611,0.0071447735979291585,-0.0008585755253020852,0.006166246609589073,0.007921417549615263
Subflow Fwd Bytes,0.0519091241396634,-0.023285931970622193,0.07643628412214984,0.04543100371088593,1.0,0.006792878067852023,0.27830921873791425,0.031120227426426932,0.06646511906012766,0.09083489667542947,0.002045190294566892,-0.026943815042028148,-0.0061626552860674375,0.0013338014774169757,-0.012790795130500424,-0.01949685811785979,-0.036515655520913654,-0.03527816908170007,-0.025685623841023762,-0.001662722837858378,-0.02300743946960085,-0.03700653305807598,-0.03352698120817937,-0.025331807512576215,-0.0015588692813397595,-0.005667444899561196,-0.018665659895150233,-0.016788056864335526,-0.011300236239012044,-0.018404280927918803,-0.01626948200620118,,,,-0.02248051292772433,0.001907338129318056,-0.019197888104211237,-0.005718615264622341,0.031233263668984,0.18561348199885144,0.06048736687232124,0.054924316012907815,0.0762328363301767,,-0.0026933096645365474,-0.01626948200620118,,-0.039421485578553565,-0.024218046164568213,-0.024006425746992115,,-0.03762216374524694,0.03196388783043205,0.06646511906012766,-0.0061626552860674375,,,,,,,0.07643628412214984,1.0,0.04543100371088593,0.006792878067852023,-0.02299372153289001,-0.0038612193859698064,0.40434738309740914,0.004824715652725141,-0.001660690537008324,-0.001578689677887288,-0.0013005173200523895,-0.0016269132116353128,-0.021020423035094202,-0.021186624865592914,-0.02333057570451088,-0.017717012282037554
Subflow Bwd Packets,-0.04368190741978785,0.06806736295833368,0.17336120494412396,1.0,0.04543100371088593,0.9873351704406309,0.04348510397991329,-0.03003368271374812,-0.023227759010826184,0.06221405697013971,0.1744738748842541,-0.0012216437249364782,0.17760455666249728,0.12817039329834592,-0.012008777612555128,-0.015245344572825956,0.00024915446322497874,0.016721211800752776,0.06343862569444096,-0.0007690959994491422,0.06744276069523238,0.007334797497691293,0.02388381348790912,0.06299419469570479,-0.0007317660169164969,0.0890611691494779,0.018488521498191326,0.031037403808372863,0.07203410116432511,0.0005292592470137762,0.004004758083104237,,,,0.0014047806902755774,-0.005384764783156074,-0.01526739548199585,-0.0002023397795969262,-0.030112884979081597,0.14279966857993195,0.016855202726277017,0.15237565937954428,0.1520250149429101,,-0.0006271849692643664,0.004004758083104237,,0.05206053919187064,7.676129770904662e-05,-0.0030887720784524716,,0.03247324189418414,0.004708529712667412,-0.023227759010826184,0.17760455666249728,,,,,,,0.17336120494412396,0.04543100371088593,1.0,0.9873351704406307,0.05798207226223363,0.007756487344511087,0.8008382390028439,0.005434540759623643,0.0461895124714217,0.0459526782237533,0.05511312068377106,0.030659223020908566,0.06591708863913563,0.017066558247263018,0.06199145784184773,0.06758040679805116
Subflow Bwd Bytes,-0.018239154769895405,0.02370036831987804,0.16773032578078953,0.9873351704406307,0.006792878067852023,1.0,0.018664760767722353,-0.01137458536804287,-0.01008860964257732,0.019312667909463326,0.18477306041309244,-0.0026010455292147954,0.16104671138235266,0.11113839648813482,-0.004438602014831651,-0.005716126365059503,-0.0045542257645937514,0.00045156627954696406,0.026103346055102727,-0.0002941359510829254,0.023448644456257828,-0.003535961091242092,0.0029959308116565783,0.02597157593725359,-0.00027932037461142516,0.03060581237606212,-0.0006336315016094143,0.004116853467517912,0.026379592165217586,-0.0014625989301590035,-0.0006172137257115978,,,,0.0005659245097416883,-9.965370961102015e-05,-0.005710386729092963,-0.0003096234763627457,-0.011376016819734278,0.1529817293594148,0.031855644723477426,0.1326485982723461,0.21546439278137253,,-0.00037263527682237705,-0.0006172137257115978,,0.02483482468427873,-0.0036456522943809945,-0.002935077488995615,,0.0209948024403956,0.01930786774804251,-0.01008860964257732,0.16104671138235266,,,,,,,0.16773032578078953,0.006792878067852023,0.9873351704406307,1.0,0.03841893084718907,0.00029282410399417104,0.7715853453290963,0.0021764596552744406,0.022500360230874306,0.016652155408189505,0.023697924672116063,0.01806510595363707,0.025640184469603724,0.0005622462466453552,0.022584506745957578,0.027787105229403024
Init Fwd Win Bytes,-0.46715924516033414,0.2768886478295829,0.0016442629226067775,0.05798207226223363,-0.02299372153289001,0.03841893084718907,-0.07201690286839911,-0.2828818001819158,-0.2592316519326866,0.2680789315028403,0.36939737542178513,-0.07803705634312462,0.31903446836742494,0.40660599036025896,-0.10975329281107055,-0.0948861266037984,0.14813927431308183,0.2029869768880683,0.257819786626326,-0.0023155972758816005,0.2703151665820541,0.1746736489308685,0.21554364072764554,0.24998631058408366,-0.003825652924246441,0.27463749346082816,0.14389027020462788,0.17408404907742417,0.21659266673637037,0.048206543441670295,0.08445920893099486,,,,0.014482590264610715,0.008834378915410312,-0.09541321950115017,0.005246490387480347,-0.2845085429951323,0.16575223479224052,-0.20986084338509678,0.3713792527466852,0.20935799623142692,,-0.009788963276114147,0.08445920893099486,,0.43998142218283154,0.15405114289370675,0.06906779955364004,,0.13843262271789178,-0.2076482783891351,-0.2592316519326866,0.31903446836742494,,,,,,,0.0016442629226067775,-0.02299372153289001,0.05798207226223363,0.03841893084718907,1.0,0.3717251196713443,-0.01776827912994183,0.05566886852060708,0.11309155704458669,0.08615865781402525,0.12084107623214073,0.09029085675380988,0.2506276228666774,0.10430721363353236,0.24417946456865475,0.24677474192019155
Init Bwd Win Bytes,-0.21977956121496064,-0.01102895752378236,-0.004040764693443626,0.007756487344511087,-0.0038612193859698064,0.00029282410399417104,-0.05748660239108947,-0.13027418814261546,-0.12158567371906935,0.09688817250491016,0.046020416935299444,-0.038312496345672194,0.029535410759022076,0.05670928973092312,-0.05334097218920033,-0.06569115982424897,-0.02974979886169725,-0.02011968761342113,-0.013119403416369984,-0.0019849250283272466,-0.026966324286085454,-0.04456777105145223,-0.03680719670298765,-0.03386111339810574,-0.003110060068616177,0.021748263456049164,0.0022097918561387424,-0.0015868232523639514,0.0003330770282436615,0.034079511052453076,8.191157221028249e-05,,,,0.006813459291236991,0.004155748142809477,-0.0669138776805639,0.017947324766853432,-0.13442106368738888,-0.024479529777410976,-0.12471827484317245,0.06789011113191123,0.037328472783630225,,-0.003731325996587902,8.191157221028249e-05,,0.16207589998099134,0.12190551070765357,0.17179805760689995,,0.3659321016582303,-0.11617631496009538,-0.12158567371906935,0.029535410759022076,,,,,,,-0.004040764693443626,-0.0038612193859698064,0.007756487344511087,0.00029282410399417104,0.3717251196713443,1.0,-0.019725670719624864,0.026189956192614064,0.16652954250350568,-0.008625103686144135,0.09886307312939067,0.19505781832753133,-0.02895844058521688,-0.03983455721991625,-0.03458472233478725,-0.022085604285776207
Fwd Act Data Packets,0.06318211498396702,0.01597446915593893,0.19935490936185965,0.8008382390028439,0.40434738309740914,0.7715853453290963,0.11974136157357824,0.01830570566165899,0.03938596100343704,0.04888197227621034,0.04486517432638645,-0.046132208489917025,0.05482430624693649,0.040462795500026356,-0.047059098601807285,-0.05514149615707703,-0.04070635626167275,-0.030771393719088283,0.00583884681091359,-0.0030629038615132436,0.016450035834388484,-0.03430532178588334,-0.02399868546660595,0.006684029855837892,-0.0028540914019320636,0.04495781907587505,0.00018804648981126857,0.00800658946320659,0.03347775600790226,-0.029570980750192193,-0.025097961583872622,,,,-0.04049714118176918,-0.004303570572527879,-0.054621106683906955,-0.01074714713813815,0.01867726110306735,0.10274241280738171,0.05147696312855257,0.06305336281501822,0.04868924043306597,,-0.004783526808253145,-0.025097961583872622,,-0.022663424104313257,-0.05844945427296622,-0.046309195266850844,,-0.05922783179549622,0.006414257388162756,0.03938596100343704,0.05482430624693649,,,,,,,0.19935490936185965,0.40434738309740914,0.8008382390028439,0.7715853453290963,-0.01776827912994183,-0.019725670719624864,1.0,0.013931570002524735,0.02043152700825176,0.026366390993155582,0.026994496017471857,0.010057817589357239,0.013589726948052524,-0.006306432261297801,0.011043767239084807,0.015943479274511313
Fwd Seg Size Min,-0.11682047622544521,0.054960136171528076,0.003793104383897457,0.005434540759623643,0.004824715652725141,0.0021764596552744406,-0.08767398890511252,-0.12353646416158867,-0.1187445521641194,0.02827474370122298,0.029219136048022114,0.03471655404125809,0.033976658574369406,0.029915455005332436,-0.0771300635305659,-0.08040157159232411,0.047698165048493404,0.05353518000533739,0.053247587649905455,-0.0028198320622939903,0.05432811540361032,0.05326853805188566,0.054108422359305346,0.05247400143159437,-0.0029895956656878875,0.03706831161234385,0.03704160003291662,0.03810303889579799,0.038048227090466194,0.02843150861987219,0.0323815057914902,,,,0.2600971652190124,0.04194577270683397,-0.08117515008053464,0.009901731072777234,-0.1241563109257694,-0.04402000428813934,-0.11493315644645016,0.034573154955332815,0.014686797495208936,,0.004564634731163104,0.0323815057914902,,0.0831302961248668,0.06253940771092208,0.0407231335558748,,0.06369837926066932,-0.11705448704827763,-0.1187445521641194,0.033976658574369406,,,,,,,0.003793104383897457,0.004824715652725141,0.005434540759623643,0.0021764596552744406,0.05566886852060708,0.026189956192614064,0.013931570002524735,1.0,0.012460303265443853,0.01795095070777623,0.018015042808963544,0.0060242871884480425,0.05410034916835432,0.04131227630184064,0.05696015062047128,0.04873409750480331
Active Mean,-0.12662631165523977,0.20384212160494236,0.006606049736537105,0.0461895124714217,-0.001660690537008324,0.022500360230874306,0.006513665310390959,-0.08223764703714123,-0.07071474640844959,0.10363117096849903,0.09716081216031912,-0.020730010616978864,0.08830816525451986,0.09940095056883047,-0.036524306815147546,-0.04668907174747913,0.10052787668964412,0.11930134443894519,0.2006219225038217,0.07152215325737729,0.1912911623101455,0.10189678730157102,0.11919449344248798,0.18541231931431545,0.07157922706634359,0.1797854488205384,0.0814798328841076,0.11218286252994214,0.18165754859569364,-0.008458223949245119,0.00572669699589034,,,,0.00426780783735133,0.002843514790224469,-0.04638385556846277,-0.006840110629277265,-0.082205798977199,0.04612850051148927,-0.05928173742003368,0.10431641719432279,0.04980188203271303,,-0.0031511628388030673,0.00572669699589034,,0.16455957106782887,-0.021631858865153314,-0.028112909014580873,,0.10838143602252835,-0.06120102544455757,-0.07071474640844959,0.08830816525451986,,,,,,,0.006606049736537105,-0.001660690537008324,0.0461895124714217,0.022500360230874306,0.11309155704458669,0.16652954250350568,0.02043152700825176,0.012460303265443853,1.0,0.4633846859920165,0.8420022589307241,0.8985249399064007,0.20088688500968313,0.12478876361448311,0.20531582699060272,0.1889589768075584
Active Std,-0.14893403028460475,0.3124418865052596,0.008081566305872555,0.0459526782237533,-0.001578689677887288,0.016652155408189505,-0.004078005588244351,-0.09087765538896388,-0.08097873263311249,0.09555218990608809,0.08383769058028306,-0.01953431247676869,0.06477250821951737,0.08117162426057516,-0.037507815069582555,-0.04794628884669109,0.12197945062222026,0.1627233916129672,0.24288447861408774,0.015903779135968528,0.31213822671227,0.16019198417747993,0.18073093491227168,0.243822446223955,0.016012128364253378,0.273597427249656,0.15466283287804805,0.1823672328658993,0.24540063531564463,-0.009261356197101557,-0.004500474559233774,,,,0.004728986438331701,0.00292000841468179,-0.04763278157919627,-0.0070255054815035675,-0.09086368617182007,0.028901015956775758,-0.07435003822109863,0.08555563490185875,0.04007870892327895,,-0.0032360070455099465,-0.004500474559233774,,0.18779273704666388,-0.02970236026146875,-0.028869852982375283,,-0.017123255620463546,-0.0729288560525661,-0.08097873263311249,0.06477250821951737,,,,,,,0.008081566305872555,-0.001578689677887288,0.0459526782237533,0.016652155408189505,0.08615865781402525,-0.008625103686144135,0.026366390993155582,0.01795095070777623,0.4633846859920165,1.0,0.8261749902842921,0.04198747489257815,0.21772098618622426,0.24146686417906088,0.2476768642377409,0.17747265519259492
Active Max,-0.1649074953142068,0.3117751208461104,0.009031893732322847,0.05511312068377106,-0.0013005173200523895,0.023697924672116063,0.00273467093164364,-0.10267721023783807,-0.08885559956734643,0.12443172456296853,0.10681404781283337,-0.023999677380091382,0.09190189568058448,0.10752132647695165,-0.04379676363833779,-0.05598546413502221,0.127652964785339,0.15636045186415093,0.23680637155992276,0.050161719237461835,0.3039688615888461,0.15077469779530536,0.1642404728591551,0.22802418256576018,0.050260931576012274,0.2771075539999976,0.14483465876123058,0.1707185010863064,0.23513127199991868,-0.010456683571645193,-0.0020706096358567624,,,,0.005332082695703941,0.0034096929735504635,-0.05561943466777379,-0.00820274577611526,-0.10265324946445752,0.04547405548878941,-0.07847402376994696,0.1161802793387808,0.056126130954168144,,-0.003778594939273218,-0.0020706096358567624,,0.20745842247114796,-0.031012806815123396,-0.033710513179068306,,0.054469573662753366,-0.07895442782805324,-0.08885559956734643,0.09190189568058448,,,,,,,0.009031893732322847,-0.0013005173200523895,0.05511312068377106,0.023697924672116063,0.12084107623214073,0.09886307312939067,0.026994496017471857,0.018015042808963544,0.8420022589307241,0.8261749902842921,1.0,0.5672535878996555,0.22216098693196265,0.19525782224692148,0.2424383529655581,0.19223499183912893
Active Min,-0.07660922435918781,0.08650066788997457,0.003650297355732611,0.030659223020908566,-0.0016269132116353128,0.01806510595363707,0.007255571102098877,-0.05193382355249605,-0.04370230105400073,0.07236820900642442,0.07007420570429507,-0.01455673754846503,0.07008647014008527,0.0744048976025578,-0.024166565836655877,-0.030892157914757707,0.05686048752089608,0.05801618469589115,0.1070560685578795,0.07028759505527586,0.07229767096688204,0.04120369177027702,0.04852433558550927,0.08921453849523192,0.07030551055859427,0.0779121424253471,0.025076271511352118,0.04383993361423885,0.08765440934959406,-0.005217597689253261,0.007349729583173143,,,,0.002686917881126838,0.0018814650706575624,-0.030690242745727576,-0.004525252413976362,-0.051905994323554874,0.03736325707320727,-0.03370258802596016,0.07821121893071108,0.03816787971533048,,-0.00208499332098083,0.007349729583173143,,0.1020922262225418,-0.011561330649450561,-0.018601136629844188,,0.1307342255712386,-0.03633940660304607,-0.04370230105400073,0.07008647014008527,,,,,,,0.003650297355732611,-0.0016269132116353128,0.030659223020908566,0.01806510595363707,0.09029085675380988,0.19505781832753133,0.010057817589357239,0.0060242871884480425,0.8985249399064007,0.04198747489257815,0.5672535878996555,1.0,0.11888771613210253,0.023529157061195127,0.1101814825745166,0.1240548726702899
Idle Mean,-0.46062502602085725,0.8281809431666105,0.0071447735979291585,0.06591708863913563,-0.021020423035094202,0.025640184469603724,-0.08081131788999237,-0.27879254050395014,-0.2690067293470723,0.1851599155577677,0.2749352921734466,-0.06285796862912459,0.19268970442264494,0.269432762711133,-0.11204669966060869,-0.1432295251197621,0.6685035025507859,0.8442352153461354,0.9658051894671488,0.0008907066859594264,0.8270593821621072,0.7354911192810938,0.8891778475030078,0.9655542634458001,0.0012546797073872825,0.6610019053373934,0.420531573475476,0.5507219058505854,0.7041730204967663,0.002259293472606754,0.061422545431158736,,,,0.01421801186118454,0.008721227557997006,-0.14229288596960796,-0.02098892696458127,-0.2787774647744832,0.08101347559655875,-0.24011417629248952,0.232957641229107,0.09392773577516926,,-0.00966688284821693,0.061422545431158736,,0.5533533680872034,-0.03798887914782508,-0.08620935213556921,,-0.06118305969739974,-0.23010911296302103,-0.2690067293470723,0.19268970442264494,,,,,,,0.0071447735979291585,-0.021020423035094202,0.06591708863913563,0.025640184469603724,0.2506276228666774,-0.02895844058521688,0.013589726948052524,0.05410034916835432,0.20088688500968313,0.21772098618622426,0.22216098693196265,0.11888771613210253,1.0,0.45929898036682876,0.979930009571428,0.9800124668021243
Idle Std,-0.3509257093322627,0.5475193765686477,-0.0008585755253020852,0.017066558247263018,-0.021186624865592914,0.0005622462466453552,-0.1698547783525047,-0.2108544819284493,-0.2207727401305872,-0.005196365147445717,0.005505880134605185,-0.045725141603756014,-0.018119374548839266,-0.0028759107073593505,-0.08517223492379496,-0.1088758378472208,0.5844748763711802,0.6024608492693488,0.6056210804594833,0.0024247287381628695,0.5485616006670151,0.6383243740324527,0.6049094639230006,0.6076438707053917,0.0026998600343208583,0.25859336184712,0.3875195871186436,0.38549340417314415,0.3728869330248828,0.011251843155178288,-0.011941651216980487,,,,0.010833770454813632,0.0066286585094747705,-0.10816379908570156,-0.015955605944372116,-0.21081127170792768,-0.11896288185976583,-0.22528157152874964,-0.018963266877473704,-0.004268186382477885,,-0.007348268831824111,-0.011941651216980487,,0.4583919759169635,-0.07568458251155863,-0.06555716284489949,,-0.086437448280485,-0.2047586346970505,-0.2207727401305872,-0.018119374548839266,,,,,,,-0.0008585755253020852,-0.021186624865592914,0.017066558247263018,0.0005622462466453552,0.10430721363353236,-0.03983455721991625,-0.006306432261297801,0.04131227630184064,0.12478876361448311,0.24146686417906088,0.19525782224692148,0.023529157061195127,0.45929898036682876,1.0,0.6164612568002229,0.28045661562101154
Idle Max,-0.4849069493014746,0.8591885767652542,0.006166246609589073,0.06199145784184773,-0.02333057570451088,0.022584506745957578,-0.11017870212218345,-0.29311857567610167,-0.28687944079321365,0.16085620388899635,0.2427181645745555,-0.06538615229944038,0.16468554359607498,0.23559903702481577,-0.11794443276185809,-0.1507686079619374,0.7157036706021028,0.8736524259429868,0.9851064433309329,0.0018766114663886014,0.8584402389382847,0.7885137336311595,0.9141081075118084,0.9853291644951131,0.002258923991699096,0.6477797741404537,0.46939520419451625,0.5821009132104129,0.7126872980192656,0.004267520283167045,0.05085706969467965,,,,0.0149694978329724,0.009180104817216997,-0.1497826554926555,-0.022093908740172388,-0.2930949920144043,0.0438354758973333,-0.2626103762944106,0.19973861373532192,0.08121046396197698,,-0.010175711056008804,0.05085706969467965,,0.5915607086788696,-0.05097751413599207,-0.09075268960189502,,-0.07366854275780879,-0.24909758612704339,-0.28687944079321365,0.16468554359607498,,,,,,,0.006166246609589073,-0.02333057570451088,0.06199145784184773,0.022584506745957578,0.24417946456865475,-0.03458472233478725,0.011043767239084807,0.05696015062047128,0.20531582699060272,0.2476768642377409,0.2424383529655581,0.1101814825745166,0.979930009571428,0.6164612568002229,1.0,0.9238867165366389
Idle Min,-0.41491787371513555,0.7625162041908319,0.007921417549615263,0.06758040679805116,-0.017717012282037554,0.027787105229403024,-0.046804037316779394,-0.25165949266286713,-0.2386554243704016,0.201871753919134,0.29728684848033965,-0.05743476506705229,0.2138002486558267,0.2931824962718827,-0.101018703123002,-0.12913241567208306,0.5891822934022701,0.7778121566981306,0.9111843738925927,0.00021267876562141815,0.7610448468426898,0.6477148885981594,0.826294938223844,0.9104373910525746,0.0005413462432552807,0.6503836777753821,0.3537966828661604,0.4977332655101685,0.6715762673966811,-0.0005834069788420451,0.07106899066058346,,,,0.012812503680743952,0.007863047755861306,-0.12828797672968398,-0.018922909523132903,-0.251653067390979,0.1168455183472237,-0.20611368949575218,0.25745639002920184,0.1028387967000562,,-0.008715438791398727,0.07106899066058346,,0.4894178732552654,-0.022323867459239706,-0.07771829863716016,,-0.04485465032323951,-0.20022586905414508,-0.2386554243704016,0.2138002486558267,,,,,,,0.007921417549615263,-0.017717012282037554,0.06758040679805116,0.027787105229403024,0.24677474192019155,-0.022085604285776207,0.015943479274511313,0.04873409750480331,0.1889589768075584,0.17747265519259492,0.19223499183912893,0.1240548726702899,0.9800124668021243,0.28045661562101154,0.9238867165366389,1.0
